sample_id,split,x0,x1,x2,x3,x4,x5,target
282,validation,0.6710665,0.09582091,-0.74336435,0.96851597,0.64377166,-0.95578265,0.27831014
283,validation,0.25055338,0.52646732,0.60767796,-0.11200704,-0.87283014,-0.02735973,0.17297826
284,validation,0.03373864,-0.01271077,-0.49268002,0.14980287,0.92400434,0.54655119,0.32859951
285,validation,0.08201709,0.80292318,-0.31001755,-0.01946713,-0.17733071,-0.97703503,0.09990564
286,validation,-0.25581857,0.92959676,-0.41695183,0.05845924,0.82379286,0.45271754,0.36392548
287,validation,0.40974217,0.4002086,-0.17810447,-0.88232382,0.09241393,-0.01213544,0.04914651
288,validation,-0.32221606,-0.860743,0.78532364,-0.47734787,-0.39186056,0.03731807,0.02362694
289,validation,0.04151216,0.86251948,-0.18565865,-0.44309337,0.64156145,-0.72219859,0.19973222
290,validation,-0.85698328,-0.82765745,-0.65829307,-0.72436676,-0.89073087,0.53389097,-0.29513295
291,validation,0.06203756,-0.04951556,-0.01670925,0.01335935,0.99283091,-0.32443667,0.27829941
292,validation,-0.39595025,-0.0499649,-0.82519624,-0.77775013,0.87983466,-0.22968357,0.01771557
293,validation,0.22259349,0.47936992,0.9978446,-0.61797851,-0.10813406,0.90852345,0.41526853
294,validation,0.74439052,-0.43893551,0.53532349,0.97069108,-0.45013672,-0.36095722,0.31732753
295,validation,-0.5835397,0.26975258,-0.09397477,-0.1916739,-0.0388832,0.6029381,0.12249573
296,validation,0.39369859,-0.38785436,-0.84870433,0.94448339,-0.60919487,-0.55198942,0.07380088
297,validation,-0.2593306,0.97132474,0.88315472,0.79381836,0.77961643,-0.02404486,0.5755996
298,validation,-0.77011567,-0.65278456,-0.10465628,-0.49633084,0.72908447,-0.97269132,-0.11824084
299,validation,0.55859243,-0.44248055,0.03984978,-0.38173196,0.86238915,0.65491684,0.32595751
300,validation,0.66001591,0.91306788,0.65927852,-0.60628338,0.15288974,0.7622787,0.4621613
301,validation,0.83799524,-0.79750401,-0.42007241,0.23310552,-0.33212389,-0.050856,0.10456949
302,validation,0.74392351,0.81536615,-0.85346441,0.56495606,0.88510817,-0.23548415,0.40810852
303,validation,-0.85077511,-0.72752259,0.38609423,-0.70064695,0.61261059,0.41893326,0.03471215
304,validation,0.27021384,-0.20910829,0.77897814,-0.84372466,0.35639357,0.57685549,0.2628245
305,validation,0.80958366,0.2482572,0.99831152,0.082333,-0.28293894,0.86122474,0.51048393
306,validation,0.22432166,-0.88135333,-0.05519532,-0.85098712,0.9920381,-0.27826573,0.08255349
307,validation,-0.29211328,0.16071183,-0.14098272,-0.35303668,-0.81335858,0.63621291,0.02940676
308,validation,0.02193991,-0.89799398,0.95691558,0.25578745,-0.09376797,-0.37575835,0.16078348
309,validation,0.92634887,-0.10102064,-0.64283434,-0.66090047,0.69504132,0.04317228,0.22890367
310,validation,0.04515353,-0.53819759,0.8707446,-0.65993741,-0.2000541,-0.31399506,0.07927683
311,validation,0.17677542,-0.65770477,-0.52825569,0.60603132,-0.58213525,0.58582787,0.0729028
312,validation,-0.31902997,0.62041652,0.43564835,-0.99403979,-0.15058851,0.81976874,0.22474987
313,validation,-0.2606703,-0.53322716,-0.34105892,0.11871417,-0.52328345,-0.47303015,-0.1979944
314,validation,-0.003646,-0.38376503,-0.30008511,0.20215408,0.80236442,-0.36091276,0.17022904
315,validation,-0.27878836,0.26962756,0.47162318,0.70874702,0.19332866,0.89214602,0.43536904
316,validation,0.08016943,-0.07210088,0.51684121,-0.61249654,-0.18629035,0.26450818,0.09831889
317,validation,-0.97777004,-0.50738943,-0.27135181,0.72180851,-0.1737859,-0.98565235,-0.12169359
318,validation,-0.01184589,0.52372333,-0.89529885,0.46806858,-0.77288926,0.36487131,0.06274614
319,validation,0.49803516,0.3229705,-0.18802666,-0.70925138,-0.52309451,0.61325263,0.11871555
320,adapt,0.86836371,0.67128715,0.84466258,0.19621671,0.63221206,0.15827607,0.56535839
321,adapt,-0.69681484,-0.73390307,-0.65409537,0.01817124,-0.43674109,0.18419597,-0.24489954
322,adapt,-0.48662166,-0.2024203,-0.19452029,-0.43214083,-0.16034238,-0.29701666,-0.2503192
323,adapt,-0.21653764,-0.51112682,-0.1700808,0.63417393,0.22959054,0.06059438,0.11699627
324,adapt,-0.1988746,0.6095822,-0.41381721,1.15124011,-0.54507649,-0.10744962,0.29599662
325,adapt,0.54240497,0.21846218,0.14424689,0.83710339,0.57200889,0.86080483,0.53641535
326,adapt,1.16637816,-0.70787751,0.37418504,1.08198966,-0.57436096,1.12034173,0.51961706
327,adapt,0.40242444,-0.36128085,-0.31149864,-0.4347079,0.44231399,-0.69152029,-0.03530004
328,adapt,1.13900038,0.20131439,0.45566952,-0.30242062,-0.57810677,-0.06469712,0.35497087
329,adapt,0.02756561,-0.51151001,0.44116545,1.01247133,1.19192353,-0.14122597,0.47917251
330,adapt,-0.2136737,0.14806379,0.15613398,0.27246115,0.24849371,0.25852089,0.14454121
331,adapt,0.18243922,0.15848988,0.11398045,-0.62505854,1.0662978,1.01436907,0.41657894
332,adapt,-0.36763752,-0.12214847,0.66189336,0.08676115,0.65576044,-0.66349715,0.15008454
333,adapt,1.12478354,-0.0816499,0.74068312,-0.19422018,-0.09133141,-0.18573835,0.38302858
334,adapt,0.20225764,-0.37472002,0.51563508,0.16715542,0.77596963,0.76514577,0.38140693
335,adapt,0.62171232,-0.3717666,1.17322689,0.81295142,-0.23610339,-0.56036363,0.40959968
336,adapt,1.10703541,-0.50895249,0.26232137,0.90292645,-0.32782908,0.20279018,0.41386471
337,adapt,-0.128682,0.58423118,1.05632276,-0.13022423,-0.52602176,-0.31621389,0.27719379
338,adapt,-0.54352699,0.5841816,0.21254872,0.18409859,0.66492557,-0.17528109,0.23609561
339,adapt,1.22207716,0.54121461,-0.58169847,-0.288236,0.76257765,-0.04757763,0.41820962
340,adapt,0.84881842,1.02197314,1.14809058,0.62058863,-0.00214888,0.50784873,0.71094697
341,adapt,-0.09896336,0.12942212,0.75513888,-0.49251764,0.08059518,-0.66926891,0.1016252
342,adapt,1.1401286,-0.47103527,0.56329898,-0.39867056,0.02928702,-0.37871326,0.27892176
343,adapt,0.14347453,0.10368786,1.05210764,0.4717711,-0.60492064,0.00550368,0.34320181
344,adapt,0.56329247,0.77741985,-0.60916915,-0.20542774,0.38517555,-0.55123476,0.18942627
345,adapt,1.10728551,0.48655315,0.44417739,0.87042552,1.1179844,0.19156206,0.71508128
346,adapt,0.63108921,1.08357525,0.18625814,0.47178916,1.01581891,-0.47770007,0.54730784
347,adapt,-0.72902496,-0.24263556,-0.5219397,0.81087572,-0.12849092,0.94537563,0.2158741
348,adapt,1.11413861,-0.68976415,0.86863264,-0.42891034,0.83199865,0.4609214,0.49920817
349,adapt,-0.14266021,0.44501127,1.02930713,1.2278806,0.98165645,-0.15551582,0.63119024
350,adapt,1.16279865,-0.05010643,-0.5507281,0.09748347,0.20603719,1.12618047,0.45468605
351,adapt,-0.31902328,-0.52838216,0.43868346,-0.65716064,0.19228573,0.3062644,0.01926486
352,adapt,1.03429877,1.19790833,0.89389092,0.69931588,0.21157401,-0.66137783,0.64644352
353,adapt,0.39998173,0.63640973,0.43188992,0.04409881,1.16073545,-0.48086314,0.48442885
354,adapt,0.02888143,-0.3893297,0.38375472,-0.52039677,0.14347607,0.54040892,0.10980099
355,adapt,0.70688149,-0.15510459,0.73125118,0.39599585,0.93670158,0.34376054,0.53886122
356,adapt,0.73882853,0.85972659,1.07263793,-0.22579036,-0.10522228,-0.48398597,0.44018516
357,adapt,-0.69927478,-0.23602314,-0.28590086,-0.09524456,1.07567009,0.4035717,0.23310292
358,adapt,0.09535661,-0.66252996,-0.35731239,-0.33463392,-0.57214016,0.13596957,-0.16779491
359,adapt,0.33898492,0.44910295,0.82202428,0.02049185,1.10635353,-0.5490045,0.46672541
360,adapt,0.66321115,0.12091543,-0.39543964,1.07509635,-0.22672748,-0.52441494,0.29894899
361,adapt,-0.37870284,0.20695791,0.15054307,-0.34577067,-0.68395006,-0.66222973,-0.14964277
362,adapt,0.98490577,0.47179932,0.89979284,1.21311721,0.71147508,1.09315778,0.86367868
363,adapt,0.31513476,0.33523892,-0.67762721,-0.60233471,0.2594458,-0.6616268,-0.0471507
364,adapt,1.1988131,-0.48297992,0.47345456,0.69791375,-0.63034531,-0.00060477,0.38377449
365,adapt,0.99971734,0.24865858,-0.49714843,-0.27776036,0.81151169,-0.43038055,0.32246564
366,adapt,0.91980947,0.31711265,0.22806228,0.54314408,0.82254905,-0.67713425,0.43305542
367,adapt,-0.2530543,1.12475677,-0.61508287,-0.52018172,0.35658874,-0.22446543,0.22919682
368,adapt,0.77621325,0.99402593,-0.3722684,0.04662886,0.96063243,-0.68615711,0.40435121
369,adapt,-0.38390687,0.50325738,0.64022005,0.01703259,0.10644242,-0.45517431,0.1811743
370,adapt,-0.72953374,-0.09813602,-0.07949321,0.37912651,0.79531836,-0.28187119,0.16043567
371,adapt,1.21950964,-0.70751097,0.59469968,0.82173486,-0.57096783,0.06840478,0.41459165
372,adapt,0.14189149,-0.62205927,1.16851328,0.10091384,0.64844945,-0.24933246,0.38486936
373,adapt,0.35478667,-0.50596299,0.68669902,0.65841596,0.56761293,0.94914809,0.51395981
374,adapt,-0.40388313,-0.33576643,0.82921067,-0.07497989,0.53726931,0.26350347,0.24702901
375,adapt,0.19992297,1.071e-05,0.83156421,0.90080647,-0.34256606,0.40805511,0.40965665
376,adapt,0.32400202,-0.53241982,1.18068495,-0.41078452,-0.16160985,0.46934787,0.34601121
377,adapt,1.23217079,1.00304373,-0.25617908,0.83291343,-0.11541411,0.19507548,0.5836791
378,adapt,0.19406755,-0.54238346,1.13599796,0.34878565,0.88775322,1.04087983,0.58731219
379,adapt,0.75764021,0.76415851,0.43340289,0.97523684,-0.50674622,0.4729172,0.5223367
380,adapt,0.65176458,-0.36256424,0.44690086,-0.07039783,-0.46324959,-0.5137028,0.08433376
381,adapt,0.80760516,0.07141253,0.22268305,-0.46988667,0.51754083,-0.22307873,0.25543212
382,adapt,-0.53614302,-0.10875985,0.06882293,-0.3831265,0.99721325,0.96749647,0.33176335
383,adapt,0.60640115,1.16245135,0.70170413,1.03243162,1.00413655,0.3507979,0.81173749
